frame;label;cx;cy;cz;dx;dy;dz;phi_x;phi_y;phi_z
136;Person;-1.8473155252656444;0.26987517764691715;0.77834627767123;0.6627039009832938;0.6401039637806978;1.2827694036419297;0.0;0.0;0.0
136;Person;0.887494991115372;-0.21024044863413985;0.6669747533789143;0.36150009740380107;0.617743415814354;1.6171190641680666;0.0;0.0;0.0
139;Person;-1.7741134593804857;0.2775116702741175;0.7879326004790437;0.7701779595345492;0.6309383089740662;1.3334078223944643;0.0;0.0;0.0
139;Person;0.6937203119883508;-0.2168252385886492;0.6795312878566747;0.6017697259347188;0.6128868553832256;1.6900541811400658;0.0;0.0;0.0
142;Person;-1.7221583682022568;0.2820293633141128;0.8320231430256197;0.7430644062592002;0.6101270065516158;1.4408543278190806;0.0;0.0;0.0
142;Person;0.6112250765101428;-0.22603754587221275;0.7247674762325942;0.6759155270700254;0.5949502826309726;1.7171794194106789;0.0;0.0;0.0
145;Person;-1.4899946410505804;0.2867879395785415;0.8522262255151078;0.2855923834335945;0.5914559555512646;1.4783513473461638;0.0;0.0;0.0
145;Person;0.593658842542885;-0.2413322797778777;0.7481257928702925;0.6833810542346447;0.5927891771564557;1.7630648682712495;0.0;0.0;0.0
148;Person;-1.4065977396095846;0.2883484317935609;0.8737242339651421;0.2943078897163063;0.5800208766673502;1.5364568625035666;0.0;0.0;0.0
148;Person;0.5455994659212315;-0.2514621428944782;0.7437723476993578;0.5997404311539669;0.5905580412860678;1.850417666169753;0.0;0.0;0.0
151;Person;-1.3206605250053984;0.2898926513318252;0.8907599297970772;0.3519325622144811;0.5902457553249782;1.5893780822914878;0.0;0.0;0.0
151;Person;0.4797635116202137;-0.2628541125669465;0.7803588277630419;0.455356265496668;0.6127082326456051;1.812837032006829;0.0;0.0;0.0
154;Person;-1.2085683705863912;0.2817340740845936;0.8826503078772234;0.5607366511535745;0.5918246812082026;1.6507842907755146;0.0;0.0;0.0
154;Person;0.45034017137859855;-0.26044997374310097;0.7960969385704381;0.3994432542313736;0.6428599057708562;1.7960756133977276;0.0;0.0;0.0
157;Person;-1.1338865004130745;0.2864418256776797;0.8896760362446556;0.6529908205399917;0.6070280586937161;1.6342011587882994;0.0;0.0;0.0
157;Person;0.3763049240137766;-0.2640503038414715;0.7778998828988812;0.4036178213581372;0.6832384885333248;1.823859824950666;0.0;0.0;0.0
160;Person;-1.100317545341905;0.27987419392002205;0.8863617969482878;0.5506907801603405;0.6169065255261368;1.6586228611250569;0.0;0.0;0.0
160;Person;0.181288237325284;-0.2474210873968011;0.8287756873333519;0.6518451011980848;0.6888557684097921;1.7175513746667042;0.0;0.0;0.0
163;Person;-0.9286650733608935;0.27822998105128266;0.8465150251543819;0.233803563523291;0.6185524736034423;1.7530300503087644;0.0;0.0;0.0
163;Person;0.033176375260247526;-0.23232431454837146;0.8270554153044032;0.7774504900435077;0.6636803938720992;1.7141108306088064;0.0;0.0;0.0
166;Person;-0.8703723273467934;0.2992576195642859;0.8460701233040596;0.3641559169576506;0.653631752400415;1.7521402466081193;0.0;0.0;0.0
166;Person;-0.050945041643180485;-0.21943781170814647;0.8257944512991271;0.7333859494898775;0.6673108443657307;1.7115889025982542;0.0;0.0;0.0
169;Person;-0.7752266650054906;0.28892493463546515;0.8408693355605098;0.3752231956957584;0.6241004643356622;1.7417386711210197;0.0;0.0;0.0
169;Person;-0.11429046358272987;-0.1958291570766376;0.8338783513435644;0.6485252875935864;0.6276610893644279;1.7277567026871288;0.0;0.0;0.0
172;Person;-0.6613033162442616;0.301912835626027;0.8328425288882887;0.5549632988624651;0.6204332346970709;1.7256850577765774;0.0;0.0;0.0
172;Person;-0.15948158199967155;-0.1366716676382322;0.8452085266699155;0.5628678360873379;0.4675432076341657;1.7504170533398309;0.0;0.0;0.0
175;Person;-0.5474778799005585;0.3179270925273349;0.8221969335802609;0.5597019499612605;0.604168147636147;1.704393867160522;0.0;0.0;0.0
175;Person;-0.20091504913329106;-0.1982811447448968;0.8531217385404122;0.4814876928419708;0.5538796553931289;1.7662434770808244;0.0;0.0;0.0
178;Person;-0.4410087632412604;0.33528295200413005;0.8213456317933724;0.34123220839884016;0.5635772626658865;1.7026912635867448;0.0;0.0;0.0
178;Person;-0.1989631062761432;-0.2039976132439333;0.8579444676666945;0.35136388660663115;0.5330047706933597;1.775888935333389;0.0;0.0;0.0
181;Person;-0.4052148546819652;0.3325656942284293;0.827216743044253;0.2514787751104308;0.5340943463351948;1.714433486088506;0.0;0.0;0.0
181;Person;-0.2754508819211031;-0.20704843506183485;0.8630080346684547;0.3715586795167625;0.5200803125352581;1.7860160693369094;0.0;0.0;0.0
184;Person;-0.3325841588642379;0.3569340814345632;0.8271409882850329;0.2711666730716112;0.5481607344167823;1.7142819765700659;0.0;0.0;0.0
184;Person;-0.34278445812676905;-0.2216864027462439;0.8602333927207816;0.3780311353797528;0.4974743844731216;1.7804667854415632;0.0;0.0;0.0
187;Person;-0.2412896387754949;0.36173215753253296;0.8263831923953532;0.3073558870468074;0.5251791129575151;1.7127663847907064;0.0;0.0;0.0
187;Person;-0.365673529944365;-0.233238272505326;0.8614089922946243;0.4238419084592264;0.4983602869059579;1.782817984589249;0.0;0.0;0.0
190;Person;-0.1758036118885622;0.26672659065342513;0.8162410147589837;0.28510833659446444;0.32201622098728305;1.6924820295179674;0.0;0.0;0.0
190;Person;-0.376533596728204;-0.2383624700069548;0.8665298678092397;0.5311391760955485;0.506903515258575;1.7930597356184794;0.0;0.0;0.0
193;Person;-0.13769805614393096;0.30134750690087225;0.8064969281790008;0.7554052134932769;0.3993394388793112;1.6729938563580016;0.0;0.0;0.0
193;Person;-0.4899827901125452;-0.2415243738133802;0.8774255420225912;0.4793836507400504;0.5105981109671853;1.8148510840451824;0.0;0.0;0.0
196;Person;-0.08367720065180129;0.3098284467071739;0.8003304882514355;0.8765067394927204;0.4490161086996897;1.6606609765028708;0.0;0.0;0.0
196;Person;-0.6330912643597922;-0.23929968384695;0.8833797703474348;0.3228290934161684;0.5270535552789506;1.8267595406948696;0.0;0.0;0.0
199;Person;-0.14075238450025573;0.3003451483195416;0.7989881648589887;0.7154127031638294;0.4767514799646302;1.6579763297179777;0.0;0.0;0.0
199;Person;-0.7624411455228414;-0.2131001240928768;0.8882490035287458;0.41402604320167335;0.5587591885854878;1.8364980070574919;0.0;0.0;0.0
202;Person;-0.006817717241870969;0.29906202669699405;0.7954878124542605;0.6303792406359331;0.5029042621296896;1.6509756249085208;0.0;0.0;0.0
202;Person;-0.806482236768282;-0.2069687668697096;0.8899655264274168;0.3383994139636753;0.5316239869942306;1.8399310528548336;0.0;0.0;0.0
205;Person;0.16855361069361455;0.3017739613683823;0.7960493859731491;0.5730870317927969;0.5309571122549107;1.6520987719462985;0.0;0.0;0.0
205;Person;-0.842483684680394;-0.178215207880644;0.8872639030482647;0.3093402751374247;0.5437381540887051;1.834527806096529;0.0;0.0;0.0
208;Person;0.3050462600811633;0.3522032579067718;0.7885466442638771;0.4557453105318858;0.6345908680003978;1.6370932885277545;0.0;0.0;0.0
208;Person;-1.0098018740396786;-0.14993937616412756;0.8759485201366531;0.6390450730624417;0.5487039451835628;1.8118970402733063;0.0;0.0;0.0
211;Person;0.32342570073675503;0.3527199888461529;0.7810635556626674;0.49165353747195506;0.6247970302307309;1.6221271113253348;0.0;0.0;0.0
211;Person;-1.1003463384027223;-0.12401954328878018;0.8617990081862805;0.4991459950782604;0.5968844305322805;1.783598016372561;0.0;0.0;0.0
214;Person;0.36544403772748535;0.3620542374550435;0.7709602558435857;0.5944097821503833;0.6172396483404825;1.6019205116871715;0.0;0.0;0.0
214;Person;-1.2361452318952442;-0.09132163990679276;0.8373536430718956;0.354999678547389;0.6441434430955021;1.734707286143791;0.0;0.0;0.0
217;Person;0.4081931654934273;0.3734837908706321;0.7660905049452046;0.651071803470567;0.614579883400275;1.5921810098904092;0.0;0.0;0.0
217;Person;-1.3426362154022002;-0.08409303048605649;0.8121214016344864;0.380782491979434;0.70368950086395;1.6842428032689731;0.0;0.0;0.0
220;Person;0.5291408841940164;0.3728687076720094;0.7545769268123481;0.6058700638178502;0.5891269781924051;1.569153853624696;0.0;0.0;0.0
220;Person;-1.499288561917619;-0.06772163364746014;0.7931013777679804;0.5227310289035059;0.718830579790751;1.6462027555359608;0.0;0.0;0.0
223;Person;0.6798031035084512;0.3693312394288869;0.7336183401150913;0.5238398444530457;0.5961112294771871;1.5272366802301829;0.0;0.0;0.0
223;Person;-1.5301657076539232;-0.06086864492124011;0.7785306179787499;0.4566799349921321;0.7102438527844968;1.6170612359574998;0.0;0.0;0.0
226;Person;0.823637122929822;0.3611800460466856;0.6682798958414813;0.3599633409603853;0.5842733055132612;1.4922038877159212;0.0;0.0;0.0
226;Person;-1.6198369529427648;-0.05479388196517965;0.8165657193356484;0.6449253717110901;0.6653527289933834;1.471624250090712;0.0;0.0;0.0
229;Person;0.8907386944834903;0.3103419531917173;0.6440069182603042;0.4640758035682137;0.4955940927242708;1.4918955727774603;0.0;0.0;0.0
229;Person;-1.6815012208644788;-0.046328838711840736;0.8244698487575642;0.5216922572002611;0.595337286444199;1.3754321380220091;0.0;0.0;0.0
232;Person;1.0339404691828045;0.301418710088403;0.6588983812884567;0.7427386935133521;0.4960224990156884;1.3777967625769134;0.0;0.0;0.0
232;Person;-1.7847203769106492;-0.048933588736657374;0.8110724253198991;0.3705631641607572;0.5536343570164125;1.331034239644869;0.0;0.0;0.0
235;Person;1.0984209193407684;0.2913265681297348;0.6403479372529931;0.8319997527655422;0.4950296983819236;1.3406958745059865;0.0;0.0;0.0
235;Person;-1.885192209392788;-0.027747724876016733;0.7707378627349903;0.426824061460531;0.5313756987559867;1.3472559871302496;0.0;0.0;0.0
238;Person;1.050843674073056;0.3120824380570227;0.5488517245542547;0.6084426962995587;0.5914940036743617;1.4303574233648784;0.0;0.0;0.0
238;Person;-2.118171978987577;0.06512053668716206;0.7501052510306556;0.7575562469472494;0.5946867196908956;1.3215158541863272;0.0;0.0;0.0
241;Person;1.1423920523472324;0.2891544970393616;0.5424737522354897;0.4961531792954205;0.5927326353018625;1.3685326540886298;0.0;0.0;0.0
241;Person;-2.212651398587793;0.1070649785968209;0.7458479700479103;0.7966586667869027;0.5904003515550063;1.2651792442043568;0.0;0.0;0.0
244;Person;1.3361441768796398;0.2621079695368663;0.5412909464196342;0.4542660689252456;0.5985014020724603;1.286463629096119;0.0;0.0;0.0
244;Person;-2.2779016871215587;0.12710973928367764;0.7389155712285649;0.7584403821260048;0.5180914253483978;1.2043235829640129;0.0;0.0;0.0
247;Person;1.4048500156833632;0.2563769586487131;0.4966959112245474;0.19898745375722027;0.5985192126226271;1.2945800235685592;0.0;0.0;0.0
247;Person;-2.2610997284849;0.14227895006689192;0.7205640552341472;0.4807406655060533;0.4192705012762189;1.05520458785523;0.0;0.0;0.0
250;Person;1.4984808966876764;0.2582925638359717;0.4698003628985114;0.3653833274447891;0.6002725112018263;1.2391265580868334;0.0;0.0;0.0
250;Person;-2.3414447961777776;0.17597470518545472;0.7172478136769386;0.4207145427233989;0.4770359655850329;0.9860561506744164;0.0;0.0;0.0
253;Person;1.5016232488604262;0.2763301782803823;0.43072599604965456;0.36088820086377016;0.5866411970686064;1.1618090088039468;0.0;0.0;0.0
253;Person;-2.428781780035019;0.15334326473767884;0.6465478356007683;0.3270039208156623;0.4114541148302119;0.8475653399739658;0.0;0.0;0.0
256;Person;1.5469606713893838;0.29683693429670643;0.4000323845961257;0.43506477396151855;0.5471927558840897;1.0677092361377418;0.0;0.0;0.0
256;Person;-2.543788324929209;0.15030116285963208;0.6119696856055962;0.37286771289593856;0.3925429822153155;0.7738375257020766;0.0;0.0;0.0
259;Person;1.6866559904964762;0.26632274417373336;0.329071041987294;0.5963292516891938;0.4225887478209987;1.0361245530029584;0.0;0.0;0.0
259;Person;-2.543635876572848;0.27979886625085343;0.6034992082466163;0.26742602390778103;0.1576825753631946;0.7891935285358509;0.0;0.0;0.0
